1.4801,4.04161,1.15253,5.60432e-06
1.64195,4.48413,1.36029,3.50247e-05
1.17772,6.28887,1.12293,9.27802e-07
3.96552,4.0507,0.608545,2.01994e-30
1.07821,3.5326,0.998174,2.72258e-06
2.48866,3.79897,1.3468,2.35134e-10
-1.99784,3.19522,3.4467,6.32301e-10
-0.997734,3.52848,2.0323,8.5083e-06
1.14635,3.73686,1.15053,3.12185e-08
-1.34571,4.6867,1.88517,4.20149e-06
4.03999,0.990474,0.608168,0
1.72011,4.13771,1.30711,1.13368e-06
-0.98059,4.08795,1.73127,1.13977e-08
-0.834165,5.25557,1.73878,0.000720906
0.679066,5.34259,1.42646,0.0125011
3.67967,3.6104,0.513424,8.10568e-31
-1.26482,4.18624,2.83688,1.06291e-05
-3.44017,3.07423,3.03275,2.04048e-31
2.91585,1.25735,0.219458,2.33733e-37
0.0170211,4.22784,2.16526,0.0147907
-1.38157,4.15405,1.64355,0.000156674
2.76064,3.68781,0.23943,9.26968e-14
0.0751827,4.0608,1.81384,0.00270904
-2.12825,3.40913,2.20837,6.30361e-12
4.58378,2.44915,-0.156758,0
-1.00861,3.46993,2.51914,3.3451e-06
2.89743,2.64717,0.700462,1.91185e-25
0.152708,4.45764,1.51531,0.0402469
-2.66352,3.8175,2.72653,3.37973e-13
0.471652,5.5199,1.54367,0.000873915
3.15849,4.19651,1.21409,9.06966e-25
-0.196192,4.82226,1.8896,0.169722
0.952713,3.20452,0.953203,3.88218e-08
-0.791067,4.27541,1.30539,2.76318e-05
-2.55532,3.69378,2.70663,1.95697e-18
2.78143,3.73258,0.811377,7.83438e-19
0.719599,3.86206,1.92002,0.0119857
3.7671,2.56791,0.704192,1.30015e-33
3.48175,3.93358,1.05643,3.87671e-24
-0.704253,5.13315,1.54523,0.00613011
-0.925074,4.74864,1.30692,0.000643913
-2.08337,4.04488,3.08929,2.25732e-08
0.237505,4.55743,1.98801,0.164382
-1.77665,4.2913,1.69388,1.00773e-09
1.2367,4.81373,1.60692,0.00069479
0.105292,4.68401,1.15609,0.0295663
0.462969,3.35465,1.86854,3.88076e-07
0.932016,3.8158,0.829997,2.66014e-05
-2.01263,4.85773,2.4917,3.59621e-06
3.18908,4.23712,0.262484,4.45136e-20
-1.73954,4.89995,2.28911,2.82481e-09
-1.16463,4.64175,1.76151,8.57793e-06
2.69199,4.31405,0.929877,1.33553e-13
1.07954,3.77125,1.62203,0.000610306
0.813307,3.7155,1.13791,0.00231398
-0.370813,4.68415,1.65296,0.108488
2.21743,6.11746,0.904081,1.21687e-09
2.51784,3.33721,1.63412,2.30265e-14
-1.43818,6.31331,1.27656,2.40916e-10
2.80278,4.30389,0.851325,5.34858e-18
-0.925445,4.68132,1.58465,0.00159636
2.62532,4.62105,0.384642,4.39878e-11
4.26201,4.00088,1.04071,1.20082e-31
-2.89105,2.73987,2.45263,1.40692e-22
0.0226686,4.13659,1.21673,0.0126658
-2.58677,5.47642,2.42629,1.08478e-14
1.24906,5.48941,0.871264,0.00457825
0.772459,5.04368,1.8734,0.0059158
-0.587925,4.7964,2.22775,0.286845
-2.21658,6.10336,1.70635,1.40639e-15
-1.28272,4.26389,2.53254,0.0150041
2.82336,3.98982,0.720928,4.69663e-16
-0.701839,4.7397,1.92535,0.0295692
2.66828,4.14064,1.10387,1.14946e-14
0.720018,5.39205,1.67591,0.030477
-1.5782,3.20698,2.00113,5.04936e-13
1.47134,4.17999,2.12389,8.75721e-09
1.10227,2.92618,1.38622,3.02491e-09
-2.80631,4.6075,2.79492,3.35808e-17
4.16231,3.90618,1.64227,6.05041e-34
-0.209083,3.93084,1.793,0.00305216
-0.396064,4.88733,1.71186,0.00863529
2.57594,3.5446,0.475221,1.59957e-21
1.63419,4.85082,0.929066,1.8431e-05
1.316,3.90829,1.99001,2.53872e-06
-0.336045,3.93952,1.74935,0.000865449
-2.71264,1.61315,2.76365,3.43715e-36
1.70465,3.39202,0.931574,2.68893e-08
1.52725,4.86052,1.04313,2.12674e-05
1.02017,5.20551,1.32675,0.00434915
-4.69741,2.34667,2.0041,0
-1.21078,5.6582,2.56171,3.68176e-05
-2.53052,3.95093,2.15024,7.73118e-19
-4.38636,2.36745,3.3928,0
-3.3334,5.10619,2.77832,1.11038e-22
-1.36535,5.03515,1.49859,0.000160765
-3.25909,1.24169,2.59448,0
3.31963,4.20333,0.554132,1.27903e-21
0.48813,5.35708,1.16977,0.0295315
-1.90035,1.88603,3.62127,3.35635e-20
